world_cup,release_date,usage,rank,points,team,team_key,source_url
2018,2018-06-07,pre_tournament,1,1558.0,Germany,germany,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,2,1431.0,Brazil,brazil,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,3,1298.0,Belgium,belgium,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,4,1274.0,Portugal,portugal,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,5,1241.0,Argentina,argentina,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,6,1199.0,Switzerland,switzerland,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,7,1198.0,France,france,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,8,1183.0,Poland,poland,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,9,1135.0,Chile,chile,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,10,1126.0,Spain,spain,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,11,1125.0,Peru,peru,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,12,1051.0,England,england,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,12,1051.0,Denmark,denmark,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,14,1018.0,Uruguay,uruguay,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,15,989.0,Mexico,mexico,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,16,986.0,Colombia,colombia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,17,981.0,Netherlands,netherlands,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,18,953.0,Wales,wales,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,19,951.0,Italy,italy,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,20,945.0,Croatia,croatia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,21,910.0,Tunisia,tunisia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,22,908.0,Iceland,iceland,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,23,884.0,Costa Rica,costa rica,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,24,880.0,Sweden,sweden,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,25,873.0,USA,usa,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,26,845.0,Austria,austria,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,27,838.0,Senegal,senegal,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,28,804.0,Slovakia,slovakia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,29,803.0,Northern Ireland,northern ireland,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,30,782.0,Romania,romania,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,31,777.0,Republic of Ireland,republic of ireland,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,32,773.0,Paraguay,paraguay,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,33,755.0,Venezuela,venezuela,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,34,751.0,Serbia,serbia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,35,733.0,Ukraine,ukraine,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,36,718.0,Australia,australia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,37,708.0,IR Iran,ir iran,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,38,706.0,Congo DR,congo dr,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,38,706.0,Turkey,turkiye,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,40,693.0,Bosnia and Herzegovina,bosnia and herzegovina,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,41,686.0,Morocco,morocco,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,42,660.0,Scotland,scotland,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,43,652.0,Montenegro,montenegro,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,44,650.0,Greece,greece,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,45,649.0,Egypt,egypt,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,46,641.0,Czech Republic,czechia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,47,624.0,Ghana,ghana,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,48,618.0,Nigeria,nigeria,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,49,614.0,Bulgaria,bulgaria,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,49,614.0,Cameroon,cameroon,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,51,612.0,Hungary,hungary,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,52,604.0,Burkina Faso,burkina faso,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,53,596.0,Norway,norway,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,54,588.0,Jamaica,jamaica,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,55,571.0,Panama,panama,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,56,558.0,Slovenia,slovenia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,57,544.0,Korea Republic,korea republic,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,58,538.0,Albania,albania,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,59,536.0,Bolivia,bolivia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,60,524.0,Ecuador,ecuador,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,61,521.0,Japan,japan,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,62,503.0,Honduras,honduras,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,63,486.0,Finland,finland,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,64,484.0,Mali,mali,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,65,478.0,Cape Verde Islands,cape verde islands,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,66,474.0,Algeria,algeria,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,67,465.0,Saudi Arabia,saudi arabia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,68,463.0,Côte d'Ivoire,cote d'ivoire,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,68,463.0,Guinea,guinea,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,70,457.0,Russia,russia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,71,451.0,FYR Macedonia,fyr macedonia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,72,442.0,El Salvador,el salvador,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,73,440.0,Syria,syria,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,74,428.0,South Africa,south africa,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,75,423.0,China PR,china pr,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,76,420.0,Zambia,zambia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,77,418.0,United Arab Emirates,united arab emirates,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,78,417.0,Belarus,belarus,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,79,411.0,Lebanon,lebanon,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,79,411.0,Canada,canada,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,81,408.0,Curaçao,curacao,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,82,403.0,Uganda,uganda,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,83,393.0,Congo,congo,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,84,391.0,Oman,oman,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,85,390.0,Gabon,gabon,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,85,390.0,Luxembourg,luxembourg,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,87,384.0,Cyprus,cyprus,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,88,379.0,Benin,benin,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,89,377.0,Iraq,iraq,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,90,376.0,Faroe Islands,faroe islands,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,91,370.0,Trinidad and Tobago,trinidad and tobago,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,92,363.0,Kyrgyz Republic,kyrgyz republic,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,93,362.0,Israel,israel,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,94,359.0,Estonia,estonia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,95,354.0,Uzbekistan,uzbekistan,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,96,352.0,Georgia,georgia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,97,350.0,India,india,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,98,348.0,Qatar,qatar,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,99,347.0,Palestine,palestine,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,100,338.0,Armenia,armenia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,101,336.0,Libya,libya,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,102,334.0,Vietnam,vietnam,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,103,323.0,Niger,niger,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,104,322.0,Haiti,haiti,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,105,321.0,Azerbaijan,azerbaijan,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,106,308.0,Madagascar,madagascar,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,107,304.0,Mauritania,mauritania,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,108,303.0,Korea DPR,korea dpr,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,108,303.0,Central African Republic,central african republic,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,110,296.0,Jordan,jordan,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,111,292.0,Sierra Leone,sierra leone,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,112,291.0,Kenya,kenya,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,113,289.0,Bahrain,bahrain,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,114,282.0,Mozambique,mozambique,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,115,280.0,Philippines,philippines,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,116,277.0,Namibia,namibia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,117,273.0,Kazakhstan,kazakhstan,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,118,265.0,Zimbabwe,zimbabwe,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,119,264.0,Tajikistan,tajikistan,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,120,256.0,New Zealand,new zealand,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,121,255.0,Guinea-Bissau,guinea-bissau,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,122,248.0,Thailand,thailand,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,123,247.0,Malawi,malawi,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,123,247.0,Chinese Taipei,chinese taipei,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,125,241.0,Togo,togo,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,126,239.0,Antigua and Barbuda,antigua and barbuda,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,126,239.0,Lithuania,lithuania,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,128,232.0,Sudan,sudan,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,129,230.0,Latvia,latvia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,130,229.0,Turkmenistan,turkmenistan,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,130,229.0,Andorra,andorra,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,132,228.0,Nicaragua,nicaragua,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,133,227.0,Yemen,yemen,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,134,222.0,eSwatini,eswatini,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,135,218.0,St Kitts and Nevis,st kitts and nevis,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,136,216.0,Rwanda,rwanda,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,137,209.0,Angola,angola,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,138,206.0,Myanmar,myanmar,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,139,205.0,Botswana,botswana,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,140,200.0,Tanzania,tanzania,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,141,197.0,Kosovo,kosovo,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,142,195.0,Hong Kong,hong kong,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,143,190.0,Equatorial Guinea,equatorial guinea,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,143,190.0,Solomon Islands,solomon islands,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,145,188.0,Afghanistan,afghanistan,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,146,180.0,Guatemala,guatemala,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,147,175.0,Lesotho,lesotho,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,148,174.0,Burundi,burundi,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,149,172.0,Comoros,comoros,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,150,171.0,Maldives,maldives,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,151,166.0,Ethiopia,ethiopia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,152,162.0,Dominican Republic,dominican republic,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,153,154.0,Suriname,suriname,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,154,150.0,New Caledonia,new caledonia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,155,140.0,Mauritius,mauritius,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,156,132.0,South Sudan,south sudan,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,157,130.0,Tahiti,tahiti,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,158,129.0,Liberia,liberia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,159,128.0,Kuwait,kuwait,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,160,127.0,Barbados,barbados,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,161,118.0,Nepal,nepal,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,162,117.0,Vanuatu,vanuatu,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,163,115.0,Belize,belize,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,164,111.0,Indonesia,indonesia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,165,104.0,Fiji,fiji,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,166,103.0,Cambodia,cambodia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,166,103.0,Papua New Guinea,papua new guinea,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,168,102.0,Grenada,grenada,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,169,99.0,Singapore,singapore,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,170,95.0,St Lucia,st lucia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,171,93.0,Malaysia,malaysia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,172,92.0,Gambia,gambia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,173,89.0,St Vincent and the Grenadines,st vincent and the grenadines,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,173,89.0,Puerto Rico,puerto rico,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,175,88.0,Moldova,moldova,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,175,88.0,Chad,chad,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,177,86.0,Dominica,dominica,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,178,82.0,Bermuda,bermuda,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,178,82.0,Laos,laos,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,180,80.0,Liechtenstein,liechtenstein,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,181,75.0,Cuba,cuba,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,182,73.0,Guyana,guyana,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,183,68.0,Bhutan,bhutan,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,184,65.0,Malta,malta,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,185,60.0,Macau,macau,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,186,51.0,Mongolia,mongolia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,186,51.0,São Tomé and Príncipe,sao tome and principe,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,188,48.0,Aruba,aruba,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,188,48.0,Seychelles,seychelles,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,190,45.0,Guam,guam,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,190,45.0,Timor-Leste,timor-leste,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,192,38.0,American Samoa,american samoa,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,192,38.0,Cook Islands,cook islands,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,194,35.0,Bangladesh,bangladesh,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,195,34.0,Brunei Darussalam,brunei darussalam,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,195,34.0,Gibraltar,gibraltar,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,197,32.0,Djibouti,djibouti,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,197,32.0,Samoa,samoa,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,199,18.0,US Virgin Islands,us virgin islands,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,200,17.0,Sri Lanka,sri lanka,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,201,10.0,Pakistan,pakistan,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,202,9.0,Cayman Islands,cayman islands,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,203,8.0,San Marino,san marino,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,204,4.0,British Virgin Islands,british virgin islands,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,204,4.0,Montserrat,montserrat,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,206,0.0,Tonga,tonga,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,206,0.0,Somalia,somalia,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,206,0.0,Eritrea,eritrea,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,206,0.0,Bahamas,bahamas,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,206,0.0,Anguilla,anguilla,https://en.fifaranking.net/ranking/?d=2018-06-07
2018,2018-06-07,pre_tournament,206,0.0,Turks and Caicos Islands,turks and caicos islands,https://en.fifaranking.net/ranking/?d=2018-06-07
